smart,fortwo,9.45,微型,3门2座单厢,260L,1年2个月,1.30万公里,1.0L,4.4L,1.0L/双离合,后轮驱动,3门2座单厢,2695mm*1663mm*1555mm,2017年07月,北京,
MINI,长安欧尚,长安之星2,2.10,面包车,5门8座两厢,- -,5年9个月,5.50万公里,1.0L,6.7L,1.0L/手动,后轮驱动,5门8座两厢,3860mm*1500mm*1910mm,2012年12月,辽宁 大连,
路虎,揽胜极光(进口),21.00,中型SUV,5门5座两厢,575L,6年2个月,9.32万公里,2.0L,8.7L,2.0L/手自一体,全时四驱,5门5座两厢,4365mm*1965mm*1635mm,2012年07月,内蒙古 呼和浩特,
哈弗,H6,8.98,紧凑型SUV,5门5座两厢,808L,2年6个月,2.20万公里,1.5L,8.7L,1.5L/手动,前轮驱动,5门5座两厢,4640mm*1825mm*1690mm,2016年03月,辽宁 大连,
长安汽车,逸动,7.68,紧凑型,4门5座三厢,510L,1年7个月,3.67万公里,1.6L,7.2L,1.6L/手自一体,前轮驱动,4门5座三厢,4620mm*1820mm*1490mm,2017年02月,广东 东莞,
名爵,3,3.50,小型,5门5座两厢,256L,4年10个月,3.50万公里,1.5L,6.2L,1.5L/半自动,前轮驱动,5门5座两厢,4018mm*1728mm*1517mm,2013年11月,河南 濮阳,
大众,朗行,9.10,紧凑型,5门5座两厢,412L,3年3个月,8.88万公里,1.6L,6.9L,1.6L/手自一体,前轮驱动,5门5座两厢,4454mm*1765mm*1460mm,2015年06月,辽宁 沈阳,
别克,英朗,8.28,紧凑型,4门5座三厢,- -,1年8个月,2.51万公里,1.5L,5.9L,1.5L/手自一体,前轮驱动,4门5座三厢,4587mm*1798mm*1463mm,2017年01月,广东 东莞,
别克,英朗,6.98,紧凑型,4门5座三厢,455L,5年7个月,5.00万公里,1.6L,7.6L,1.6L/手自一体,前轮驱动,4门5座三厢,4671mm*1815mm*1478mm,2013年02月,辽宁 大连,
别克,英朗,8.30,紧凑型,4门5座三厢,455L,3年8个月,3.90万公里,1.6L,7.6L,1.6L/手自一体,前轮驱动,4门5座三厢,4671mm*1815mm*1478mm,2015年01月,辽宁 大连,
比亚迪,S6,3.68,中型SUV,5门5座两厢,465L,6年11个月,8.02万公里,2.0L,8.6L,2.0L/手动,前轮驱动,5门5座两厢,4810mm*1855mm*1680mm,2011年10月,辽宁 沈阳,
日产,轩逸,9.98,紧凑型,4门5座三厢,510L,2年5个月,3.60万公里,1.6L,6.2L,1.6L/CVT无级变速,前轮驱动,4门5座三厢,4610mm*1760mm*1495mm,2016年04月,广东 东莞,
日产,轩逸,7.98,紧凑型,4门5座三厢,504L,1年5个月,1.00万公里,1.6L,7.6L,1.6L/自动,前轮驱动,4门5座三厢,4665mm*1700mm*1505mm,2017年04月,辽宁 大连,
五菱,之光,1.85,面包车,5门7座单厢,- -,4年5个月,3.80万公里,1.0L,7.0L,1.0L/手动,后轮驱动,5门7座单厢,3810mm*1510mm*1820mm,2014年04月,辽宁 沈阳,
五菱,之光,1.65,面包车,5门5座单厢,- -,7年,8.12万公里,1.1L,7.0L,1.1L/手动,后轮驱动,5门5座单厢,3885mm*1600mm*1860mm,2011年09月,辽宁 沈阳,
五菱,之光,1.28,面包车,5座单厢,- -,7年1个月,6.70万公里,1.0L,Null,1.0L/手动,后轮驱动,5座单厢,3730mm*1510mm*1860mm,2011年08月,辽宁 沈阳,
五菱,之光,1.25,面包车,5座三厢,- -,6年10个月,5.44万公里,1.0L,Null,1.0L/手动,后轮驱动,5座三厢,3730mm*1510mm*1860mm,2011年11月,辽宁 沈阳,
日产,骐达,6.90,紧凑型,5门5座两厢,310L,3年1个月,4.28万公里,1.6L,6.4L,1.6L/手动,前轮驱动,5门5座两厢,4295mm*1760mm*1523mm,2015年08月,新疆 乌鲁木齐,
日产,阳光,4.45,紧凑型,4门5座三厢,490L,6年10个月,2.70万公里,1.5L,5.8L,1.5L/CVT无级变速,前轮驱动,4门5座三厢,4426mm*1696mm*1514mm,2011年11月,辽宁 沈阳,
日产,轩逸,6.80,紧凑型,4门5座三厢,504L,3年8个月,5.14万公里,1.6L,6.5L,1.6L/手动,前轮驱动,4门5座三厢,4665mm*1700mm*1505mm,2015年01月,广东 东莞,
日产,轩逸,8.50,紧凑型,4门5座三厢,504L,1年5个月,1.94万公里,1.6L,7.6L,1.6L/自动,前轮驱动,4门5座三厢,4665mm*1700mm*1505mm,2017年04月,辽宁 沈阳,
本田,思域,11.98,紧凑型,4门5座三厢,- -,12个月,1.11万公里,1.0L,5.0L,1.0L/CVT无级变速,前轮驱动,4门5座三厢,4649mm*1800mm*1416mm,2017年09月,福建 厦门,
本田,CR-V,13.60,紧凑型SUV,5门5座两厢,- -,6年,9.21万公里,2.0L,8.1L,2.0L/自动,适时四驱,5门5座两厢,4550mm*1820mm*1685mm,2012年09月,新疆 乌鲁木齐,
福特,蒙迪欧,17.50,中型,4门5座三厢,516L,1年5个月,3.00万公里,2.0L,7.7L,2.0L/手自一体,前轮驱动,4门5座三厢,4873mm*1852mm*1470mm,2017年04月,河南 濮阳,
铃木,雨燕,4.20,小型,5门5座两厢,349L,4年1个月,7.14万公里,1.5L,6.7L,1.5L/手动,前轮驱动,5门5座两厢,3765mm*1690mm*1510mm,2014年08月,福建 厦门,
本田,飞度,7.18,小型,5门5座两厢,- -,2年8个月,2.66万公里,1.5L,5.3L,1.5L/CVT无级变速,前轮驱动,5门5座两厢,4065mm*1695mm*1525mm,2016年01月,山东 济宁,
大众,速腾,6.00,紧凑型,4门5座三厢,527L,6年10个月,6.59万公里,1.4L,5.5L,1.4L/手动,前轮驱动,4门5座三厢,4544mm*1760mm*1461mm,2011年11月,辽宁 沈阳,
丰田,卡罗拉,10.28,紧凑型,4门5座三厢,426L,1年7个月,1.15万公里,1.2L,5.4L,1.2L/CVT无级变速,前轮驱动,4门5座三厢,4630mm*1775mm*1480mm,2017年02月,广东 东莞,
丰田,卡罗拉,9.68,紧凑型,4门5座三厢,426L,2年,6.47万公里,1.6L,5.9L,1.6L/CVT无级变速,前轮驱动,4门5座三厢,4630mm*1775mm*1480mm,2016年08月,广东 东莞,
雷克萨斯,IS,29.80,中型,- -,- -,1年1个月,1.40万公里,2.0L,7.3L,2.0L/- -,- -,- -,- -,2017年08月,广东 东莞,
哈飞,民意,0.85,面包车,- -,- -,7年3个月,4.21万公里,别克,英朗,8.72,紧凑型,4门5座三厢,- -,10个月,2.60万公里,1.5L,5.9L,1.5L/手自一体,前轮驱动,4门5座三厢,4587mm*1798mm*1463mm,2017年11月,河南 濮阳,
现代,朗动,6.18,紧凑型,4门5座三厢,473L,5年8个月,7.69万公里,1.6L,6.3L,1.6L/手动,前轮驱动,4门5座三厢,4570mm*1775mm*1445mm,2013年01月,山东 济宁,
大众,朗逸,8.28,紧凑型,- -,- -,5年8个月,8.93万公里,1.4T,Null,1.4T/- -,- -,- -,- -,2013年01月,山东 济宁,
哈弗,H6,5.98,紧凑型SUV,5门5座两厢,808L,4年10个月,5.70万公里,1.5L,7.2L,1.5L/手动,前轮驱动,5门5座两厢,4640mm*1825mm*1690mm,2013年11月,辽宁 大连,
宝骏,560,6.58,紧凑型SUV,5门5座两厢,460L,2年6个月,3.66万公里,1.8L,7.5L,1.8L/手动,前轮驱动,5门5座两厢,4620mm*1820mm*1750mm,2016年03月,广东 东莞,
现代,索纳塔,9.38,中型,4门5座三厢,523L,4年10个月,4.25万公里,2.0L,7.7L,2.0L/手自一体,前轮驱动,4门5座三厢,4820mm*1835mm*1475mm,2013年11月,辽宁 沈阳,
雪佛兰,赛欧3,2.68,小型,4门5座三厢,370L,6年,8.02万公里,1.2L,5.6L,1.2L/手动,前轮驱动,4门5座三厢,4249mm*1690mm*1503mm,2012年09月,辽宁 沈阳,
北汽绅宝,绅宝X65,8.28,紧凑型SUV,5门5座两厢,- -,2年1个月,1.37万公里,2.0L,8.1L,2.0L/手自一体,前轮驱动,5门5座两厢,4654mm*1816mm*1680mm,2016年08月,新疆 乌鲁木齐,
铃木,维特拉,11.60,小型SUV,5门5座两厢,- -,2年,4.09万公里,1.4L,5.4L,1.4L/手自一体,前轮驱动,5门5座两厢,4175mm*1775mm*1610mm,2016年09月,新疆 乌鲁木齐,
哈弗,H1,5.90,小型SUV,5门5座两厢,- -,2年6个月,1.77万公里,1.5L,6.4L,1.5L/半自动,前轮驱动,5门5座两厢,3898mm*1729mm*1621mm,2016年03月,辽宁 沈阳,
众泰,大迈X5,8.50,紧凑型SUV,5门5座两厢,550L,1年4个月,1.91万公里,1.5L,7.6L,1.5L/CVT无级变速,前轮驱动,5门5座两厢,4527mm*1836mm*1682mm,2017年05月,新疆 乌鲁木齐,
Jeep,自由光,19.80,中型SUV,5门5座两厢,- -,1年8个月,1.42万公里,2.4L,8.5L,2.4L/手自一体,适时四驱,5门5座两厢,4649mm*1859mm*1695mm,2017年01月,辽宁 大连,
别克,威朗,9.68,紧凑型,5门5座两厢,379L,10个月,0.18万公里,1.5L,6.3L,1.5L/手自一体,前轮驱动,5门5座两厢,4370mm*1809mm*1461mm,2017年11月,广东 东莞,
哈弗,H1,6.10,小型SUV,5门5座两厢,- -,2年5个月,2.23万公里,1.5L,5.8L,1.5L/半自动,前轮驱动,5门5座两厢,3898mm*1729mm*1621mm,2016年04月,辽宁 沈阳,
宝骏,730,6.20,MPV,5门7座单厢,- -,1年8个月,2.60万公里,1.5L,6.9L,1.5L/手动,前轮驱动,5门7座单厢,4710mm*1785mm*1745mm,2017年01月,福建 厦门,
丰田,雷凌,10.50,紧凑型,4门5座三厢,426L,10个月,0.77万公里,1.2L,5.6L,1.2L/CVT无级变速,前轮驱动,4门5座三厢,4630mm*1775mm*1480mm,2017年11月,辽宁 铁岭,
宝骏,730,5.60,MPV,5门7座单厢,- -,3年11个月,4.82万公里,1.5L,7.1L,1.5L/手动,前轮驱动,5门7座单厢,4685mm*1785mm*1745mm,2014年10月,河南 濮阳,
现代,瑞奕,5.30,小型,4门5座两厢,375L,3年3个月,6.26万公里,1.4L,6.5L,1.4L/自动,前轮驱动,4门5座两厢,4120mm*1700mm*1460mm,2015年06月,辽宁 沈阳,
本田,缤智,11.80,小型SUV,5门5座两厢,437L,3年2个月,6.70万公里,1.8L,6.7L,1.8L/CVT无级变速,前轮驱动,5门5座两厢,4294mm*1772mm*1605mm,2015年07月,广东 东莞,
马自达,3 昂克赛拉,10.80,紧凑型,4门5座三厢,419L,2年8个月,5.30万公里,1.5L,5.8L,1.5L/手自一体,前轮驱动,4门5座三厢,4582mm*1795mm*1458mm,2016年01月,新疆 乌鲁木齐,
本田,缤智,11.80,小型SUV,5门5座两厢,437L,1年9个月,2.37万公里,1.5L,5.9L,1.5L/CVT无级变速,前轮驱动,5门5座两厢,4294mm*1772mm*1605mm,2016年12月,广东 东莞,
马自达,3 昂克赛拉,10.68,紧凑型,4门5座三厢,419L,2年4个月,3.74万公里,1.5L,5.8L,1.5L/手自一体,前轮驱动,4门5座三厢,4582mm*1795mm*1458mm,2016年05月,广东 东莞,
江淮,iEV4,4.70,小型,4门4座三厢,- -,4年2个月,5.60万公里,东风风行,景逸X5,5.68,紧凑型SUV,5门5座两厢,570L,3年,3.32万公里,1.8L,7.6L,1.8L/手动,前轮驱动,5门5座两厢,4382mm*1835mm*1739mm,2015年09月,广东 东莞,
马自达,阿特兹,15.20,中型,4门5座三厢,483L,2年10个月,3.20万公里,2.0L,6.5L,2.0L/手自一体,前轮驱动,4门5座三厢,4870mm*1840mm*1450mm,2015年10月,辽宁 大连,
金杯,小海狮X30,4.80,面包车,- -,- -,4个月,0.05万公里,1.5L,Null,1.5L/- -,- -,- -,- -,2018年05月,福建 厦门,
日产,天籁,11.88,中型,4门5座三厢,506L,5年5个月,5.16万公里,2.0L,8.9L,2.0L/CVT无级变速,前轮驱动,4门5座三厢,4850mm*1795mm*1475mm,2013年04月,广东 东莞,
日产,逍客,7.80,紧凑型SUV,5门5座两厢,352L,6年6个月,8.03万公里,2.0L,8.7L,2.0L/CVT无级变速,前轮驱动,5门5座两厢,4315mm*1783mm*1606mm,2012年03月,广东 东莞,
日产,逍客,14.30,紧凑型SUV,5门5座两厢,486L,1年11个月,2.93万公里,2.0L,6.9L,2.0L/CVT无级变速,前轮驱动,5门5座两厢,4384mm*1837mm*1612mm,2016年10月,新疆 乌鲁木齐,
日产,逍客,13.50,紧凑型SUV,5门5座两厢,486L,2年9个月,4.83万公里,2.0L,6.9L,2.0L/CVT无级变速,前轮驱动,5门5座两厢,4384mm*1837mm*1612mm,2015年12月,新疆 乌鲁木齐,
江淮,瑞风,5.78,客车,4门7座两厢,- -,5年,7.21万公里,1.9L,7.2L,1.9L/手动,后轮驱动,4门7座两厢,5090mm*1820mm*1970mm,2013年09月,广东 东莞,
马自达,6,5.20,中型,4门5座三厢,500L,7年11个月,7.29万公里,2.0L,8.0L,2.0L/手自一体,前轮驱动,4门5座三厢,4670mm*1780mm*1435mm,2010年10月,辽宁 铁岭,
日产,天籁,13.30,中型,4门5座三厢,516L,3年,4.85万公里,2.0L,7.3L,2.0L/CVT无级变速,前轮驱动,4门5座三厢,4892mm*1830mm*1490mm,2015年09月,辽宁 铁岭,
日产,天籁,9.15,中型,4门5座三厢,506L,7年2个月,9.01万公里,2.0L,8.9L,2.0L/CVT无级变速,前轮驱动,4门5座三厢,4850mm*1795mm*1475mm,2011年07月,辽宁 沈阳,
本田,雅阁,10.80,中型,4门5座三厢,- -,6年3个月,8.15万公里,2.0L,8.4L,2.0L/自动,前轮驱动,4门5座三厢,4960mm*1845mm*1480mm,2012年05月,辽宁 沈阳,
本田,雅阁,12.88,中型,4门5座三厢,- -,5年2个月,8.70万公里,2.0L,8.4L,2.0L/自动,前轮驱动,4门5座三厢,4960mm*1860mm*1480mm,2013年07月,辽宁 大连,
本田,雅阁,9.90,中型,4门5座三厢,446L,7年6个月,9.55万公里,2.0L,8.5L,2.0L/自动,前轮驱动,4门5座三厢,4960mm*1845mm*1480mm,2011年03月,福建 厦门,
奔驰,C级,26.80,中型,- -,- -,1年6个月,3.60万公里,1.6T,Null,1.6T/- -,- -,- -,- -,2017年03月,福建 厦门,
奔驰,C级,21.80,中型,4门5座三厢,475L,4年3个月,5.26万公里,1.8L,8.4L,1.8L/手自一体,后轮驱动,4门5座三厢,4581mm*1770mm*1448mm,2014年06月,广东 东莞,
大众,朗逸,6.10,紧凑型,4门5座三厢,472L,7年2个月,7.74万公里,1.6L,7.7L,1.6L/手自一体,前轮驱动,4门5座三厢,4608mm*1743mm*1465mm,2011年07月,内蒙古 呼和浩特,
大众,朗逸,8.68,紧凑型,- -,- -,5年6个月,4.89万公里,1.4T,Null,1.4T/- -,- -,- -,- -,2013年03月,辽宁 大连,
大众,Tiguan,11.98,紧凑型SUV,5门5座两厢,470L,7年11个月,9.71万公里,2.0L,10.4L,2.0L/手自一体,全时四驱,5门5座两厢,4457mm*1809mm*1686mm,2010年10月,福建 厦门,
大众,朗逸,7.80,紧凑型,4门5座三厢,478L,3年8个月,5.86万公里,1.6L,6.2L,1.6L/手动,前轮驱动,4门5座三厢,4605mm*1765mm*1460mm,2015年01月,广东 东莞,
雷诺,科雷傲(进口),9.80,紧凑型SUV,5门5座两厢,450L,5年11个月,6.50万公里,2.5L,9.8L,2.5L/CVT无级变速,适时四驱,5门5座两厢,4522mm*1855mm*1715mm,2012年10月,辽宁 大连,
奔腾,B50,6.50,紧凑型,4门5座三厢,450L,2年7个月,2.00万公里,1.6L,7.8L,1.6L/手动,前轮驱动,4门5座三厢,4615mm*1785mm*1435mm,2016年02月,辽宁 大连,
大众,高尔夫,13.88,紧凑型,5门5座两厢,380L,1年1个月,2.58万公里,1.4L,5.8L,1.4L/双离合,前轮驱动,5门5座两厢,4255mm*1799mm*1452mm,2017年08月,福建 厦门,
江淮,和悦,3.30,紧凑型,4门5座三厢,430L,5年9个月,5.53万公里,1.5L,6.6L,1.5L/手动,前轮驱动,4门5座三厢,4590mm*1765mm*1465mm,2012年12月,内蒙古 呼和浩特,
丰田,汉兰达,14.80,中型SUV,5门5座两厢,- -,6年,8.21万公里,2.7L,9.9L,2.7L/手自一体,前轮驱动,5门5座两厢,4795mm*1910mm*1730mm,2012年09月,内蒙古 呼和浩特,
雪佛兰,科鲁兹,5.68,紧凑型,4门5座三厢,400L,5年3个月,6.90万公里,1.6L,7.7L,1.6L/手动,前轮驱动,4门5座三厢,4598mm*1797mm*1477mm,2013年06月,山东 济宁,
现代,劳恩斯coupe(进口),18.80,跑车,2门4座三厢,- -,5年8个月,8.11万公里,2.0L,Null,2.0L/手自一体,后轮驱动,2门4座三厢,4630mm*1865mm*1385mm,2013年01月,广东 东莞,
福特,福睿斯,7.60,紧凑型,4门5座三厢,448L,2年6个月,3.67万公里,1.5L,6.8L,1.5L/手自一体,前轮驱动,4门5座三厢,4587mm*1825mm*1490mm,2016年03月,新疆 乌鲁木齐,
雪佛兰,科鲁兹,6.05,紧凑型,4门5座三厢,400L,5年7个月,5.80万公里,1.8L,7.8L,1.8L/手自一体,前轮驱动,4门5座三厢,4598mm*1797mm*1477mm,2013年02月,辽宁 沈阳,
雪佛兰,科鲁兹,6.78,紧凑型,4门5座三厢,461L,2年10个月,8.39万公里,1.5L,7.2L,1.5L/手自一体,前轮驱动,4门5座三厢,4643mm*1797mm*1479mm,2015年10月,辽宁 沈阳,
雪佛兰,科鲁兹,5.20,紧凑型,4门5座三厢,400L,3年3个月,6.56万公里,1.6L,7.3L,1.6L/手动,前轮驱动,4门5座三厢,4598mm*1797mm*1477mm,2015年06月,辽宁 大连,
雪佛兰,科鲁兹,7.80,紧凑型,4门5座三厢,461L,2年1个月,2.33万公里,1.5L,7.2L,1.5L/手自一体,前轮驱动,4门5座三厢,4643mm*1797mm*1479mm,2016年08月,广东 东莞,
本田,锋范,5.00,紧凑型,4门5座三厢,506L,5年3个月,6.34万公里,1.5L,6.2L,1.5L/手动,前轮驱动,4门5座三厢,4422mm*1695mm*1470mm,2013年05月,辽宁 沈阳,
雪佛兰,科帕奇,8.98,中型SUV,5门5座两厢,465L,5年9个月,6.22万公里,2.4L,9.9L,2.4L/手自一体,前轮驱动,5门5座两厢,4673mm*1849mm*1756mm,2012年12月,广东 东莞,
福特,翼搏,7.88,小型SUV,5门5座两厢,348L,2年11个月,5.37万公里,1.5L,6.5L,1.5L/双离合,前轮驱动,5门5座两厢,4280mm*1785mm*1658mm,2015年10月,广东 东莞,
雪铁龙,C4L,8.60,紧凑型,4门5座三厢,435L,4年11个月,5.04万公里,1.6L,7.5L,1.6L/手自一体,前轮驱动,4门5座三厢,4620mm*1780mm*1498mm,2013年10月,福建 厦门,
本田,凌派,11.68,紧凑型,4门5座三厢,588L,1年3个月,1.65万公里,1.8L,6.3L,1.8L/CVT无级变速,前轮驱动,4门5座三厢,4664mm*1750mm*1505mm,2017年05月,辽宁 沈阳,
沃尔沃,S60L,17.80,中型,4门5座三厢,380L,3年6个月,4.10万公里,2.0L,7.9L,2.0L/手自一体,前轮驱动,4门5座三厢,4715mm*1866mm*1481mm,2015年03月,辽宁 大连,
现代,朗动,8.80,紧凑型,4门5座三厢,473L,2年7个月,2.22万公里,1.6L,6.6L,1.6L/手自一体,前轮驱动,4门5座三厢,4570mm*1775mm*1445mm,2016年02月,广东 东莞,
马自达,3 星骋,6.99,紧凑型,4门5座三厢,377L,5年1个月,6.00万公里,1.6L,7.2L,1.6L/手自一体,前轮驱动,4门5座三厢,4595mm*1755mm*1475mm,2013年08月,辽宁 大连,
本田,凌派,8.50,紧凑型,4门5座三厢,- -,4年7个月,6.20万公里,1.8L,6.7L,1.8L/自动,前轮驱动,4门5座三厢,4650mm*1750mm*1505mm,2014年02月,辽宁 沈阳,
本田,凌派,9.68,紧凑型,4门5座三厢,588L,2年4个月,3.21万公里,1.8L,6.3L,1.8L/CVT无级变速,前轮驱动,4门5座三厢,4664mm*1750mm*1505mm,2016年05月,福建 厦门,
起亚,K3,6.98,紧凑型,4门5座三厢,- -,5年9个月,3.01万公里,1.6L,6.6L,1.6L/手自一体,前轮驱动,4门5座三厢,4600mm*1780mm*1445mm,2012年12月,辽宁 沈阳,
现代,瑞纳,3.90,小型,4门5座三厢,454L,6年4个月,3.00万公里,1.4L,6.1L,1.4L/手动,前轮驱动,4门5座三厢,4340mm*1700mm*1460mm,2012年05月,辽宁 大连,
雪佛兰,迈锐宝,11.80,中型,4门5座三厢,544L,1年10个月,1.81万公里,2.0L,8.0L,2.0L/手自一体,前轮驱动,4门5座三厢,4855mm*1854mm*1474mm,2016年11月,辽宁 沈阳,
长城,M4,4.60,小型,5门5座两厢,330L,4年,4.00万公里,1.5L,6.0L,1.5L/手动,前轮驱动,5门5座两厢,3995mm*1728mm*1617mm,2014年09月,辽宁 大连,
雪佛兰,迈锐宝,8.98,中型,4门5座三厢,544L,3年9个月,6.00万公里,2.0L,8.2L,2.0L/手自一体,前轮驱动,4门5座三厢,4869mm*1854mm*1472mm,2014年12月,辽宁 大连,
斯巴鲁,XV,13.48,紧凑型SUV,5门5座两厢,- -,6年6个月,8.05万公里,2.0L,7.4L,2.0L/CVT无级变速,全时四驱,5门5座两厢,4450mm*1780mm*1615mm,2012年03月,广东 东莞,
标致,308,4.80,紧凑型,4门5座三厢,565L,4年5个月,4.30万公里,1.6L,6.7L,1.6L/手动,前轮驱动,4门5座三厢,4558mm*1805mm*1505mm,2014年04月,福建 厦门,
众泰,T600,8.50,中型SUV,5门5座两厢,344L,2年4个月,3.60万公里,2.0L,9.2L,2.0L/双离合,前轮驱动,5门5座两厢,4631mm*1893mm*1694mm,2016年05月,新疆 乌鲁木齐,
长安欧尚,长安之星2,1.80,面包车,5门5座单厢,- -,5年10个月,5.00万公里,1.0L,6.7L,1.0L/手动,后轮驱动,5门5座单厢,3845mm*1580mm*1900mm,2012年11月,辽宁 大连,
路虎,揽胜极光(进口),26.00,中型SUV,5门5座两厢,550L,4年3个月,3.57万公里,2.0L,9.0L,2.0L/手自一体,适时四驱,5门5座两厢,4365mm*1900mm*1635mm,2014年06月,辽宁 沈阳,
名爵,6,5.90,紧凑型,5门5座两厢,429L,6年3个月,9.82万公里,1.8L,8.2L,1.8L/手自一体,前轮驱动,5门5座两厢,4653mm*1827mm*1478mm,2012年06月,新疆 乌鲁木齐,
长安汽车,逸动,5.60,紧凑型,4门5座三厢,510L,2年1个月,1.54万公里,1.6L,6.5L,1.6L/手动,前轮驱动,4门5座三厢,4620mm*1820mm*1490mm,2016年08月,河南 濮阳,
大众,CC,13.98,中型,4门5座三厢,532L,5年8个月,9.18万公里,2.0L,8.0L,2.0L/双离合,前轮驱动,4门5座三厢,4799mm*1855mm*1417mm,2012年12月,辽宁 沈阳,
哈弗,H6,9.98,紧凑型SUV,5门5座两厢,808L,1年9个月,1.40万公里,1.5L,7.9L,1.5L/手自一体,前轮驱动,5门5座两厢,4649mm*1852mm*1710mm,2016年12月,辽宁 大连,
中华,骏捷FRV,1.98,小型,5门5座两厢,314L,7年9个月,9.29万公里,1.3L,6.9L,1.3L/手动,前轮驱动,5门5座两厢,4210mm*1755mm*1460mm,2010年12月,辽宁 沈阳,
丰田,花冠,7.58,紧凑型,4门5座三厢,430L,4年7个月,4.23万公里,1.6L,6.5L,1.6L/自动,前轮驱动,4门5座三厢,4555mm*1705mm*1490mm,2014年02月,广东 东莞,
丰田,花冠,6.88,紧凑型,4门5座三厢,430L,6年6个月,7.20万公里,1.6L,Null,1.6L/自动,前轮驱动,4门5座三厢,4530mm*1705mm*1490mm,2012年03月,广东 东莞,
别克,GL8,10.98,MPV,5门7座两厢,- -,6年3个月,5.40万公里,2.4L,Null,2.4L/手自一体,前轮驱动,5门7座两厢,5213mm*1847mm*1750mm,2012年06月,辽宁 大连,
别克,GL8,7.38,MPV,5门7座两厢,685L,7年8个月,8.32万公里,3.0L,12.2L,3.0L/自动,前轮驱动,5门7座两厢,5213mm*1847mm*1745mm,2011年01月,广东 东莞,
斯柯达,明锐,6.20,紧凑型,5门5座三厢,790L,5年4个月,8.80万公里,2.0L,7.8L,2.0L/手动,前轮驱动,5门5座三厢,4569mm*1769mm*1462mm,2013年05月,新疆 乌鲁木齐,
斯柯达,明锐,5.80,紧凑型,5门5座三厢,790L,7年6个月,8.39万公里,1.6L,7.6L,1.6L/手自一体,前轮驱动,5门5座三厢,4569mm*1769mm*1462mm,2011年03月,内蒙古 呼和浩特,
大众,帕萨特,10.20,中型,5座三厢,490L,6年8个月,8.61万公里,1.8L,Null,1.8L/手自一体,前轮驱动,5座三厢,4870mm*1834mm*1472mm,2012年01月,辽宁 沈阳,
大众,帕萨特,17.28,中型,4门5座三厢,490L,1年4个月,5.27万公里,1.8L,6.8L,1.8L/双离合,前轮驱动,4门5座三厢,4872mm*1834mm*1484mm,2017年05月,广东 东莞,
大众,帕萨特,11.90,中型,4门5座三厢,490L,5年6个月,5.09万公里,1.8L,7.6L,1.8L/双离合,前轮驱动,4门5座三厢,4870mm*1834mm*1472mm,2013年03月,内蒙古 呼和浩特,
宝骏,乐驰,1.45,微型,5门5座两厢,- -,7年6个月,6.27万公里,1.2L,5.8L,1.2L/手动,前轮驱动,5门5座两厢,3565mm*1515mm*1510mm,2011年03月,辽宁 沈阳,
凯迪拉克,SRX(进口),18.80,中型SUV,5门5座两厢,827L,6年11个月,9.78万公里,3.0L,11.0L,3.0L/手自一体,全时四驱,5门5座两厢,4851mm*1910mm*1663mm,2011年10月,内蒙古 呼和浩特,
Jeep,指南者(进口),12.80,紧凑型SUV,5门5座两厢,458L,5年,7.20万公里,2.4L,8.9L,2.4L/CVT无级变速,适时四驱,5门5座两厢,4448mm*1812mm*1663mm,2013年09月,辽宁 沈阳,
日产,蓝鸟,9.58,紧凑型,4门5座三厢,521L,1年7个月,2.63万公里,1.6L,5.6L,1.6L/CVT无级变速,前轮驱动,4门5座三厢,4683mm*1780mm*1465mm,2017年01月,辽宁 沈阳,
宝马,3系,28.88,中型,4门5座三厢,480L,12个月,3.63万公里,1.5L,5.9L,1.5L/手自一体,后轮驱动,4门5座三厢,4753mm*1811mm*1453mm,2017年09月,辽宁 沈阳,
